absa_seat,absa_food,absa_staff,absa_ground_service,absa_entertainment,Verified,Type Of Traveller,Seat Type,review_length,Recommended
0.9085,0.4001,0.9936,-0.17,0.5616,False,Unknown,Economy Class,187,1
0.995,0.9782,0.9884,0.883,0.9763,False,Unknown,Economy Class,387,1
0.9587,0.333,0.1743,-0.1601,0.4863,False,Unknown,Unknown,590,0
0.8548,0.6631,0.8326,0.551,0.6715,False,Unknown,Unknown,702,0
0.4924,0.2958,0.8489,-0.0224,0.342,False,Unknown,Unknown,623,0
0.992,0.9788,0.9922,0.5275,0.9789,False,Unknown,Unknown,152,0
0.9279,-0.6402,0.7972,0.1632,0.6677,False,Unknown,Unknown,626,0
-0.9016,-0.9237,-0.9313,-0.9315,-0.9158,False,Unknown,Unknown,1167,0
0.977,0.9685,0.9792,0.9684,0.9676,False,Unknown,Unknown,505,0
0.9917,0.988,0.9929,0.9524,0.9886,False,Unknown,Unknown,283,0
0.4277,-0.7338,-0.8565,-0.7771,-0.4442,False,Unknown,Unknown,505,0
0.9954,0.9729,0.9932,0.8838,0.9654,False,Unknown,Unknown,399,0
0.9809,0.9763,0.9918,0.7684,0.9768,False,Unknown,Unknown,199,0
0.6353,-0.1648,-0.2272,-0.7793,-0.0309,False,Unknown,Unknown,497,0
0.9249,0.5095,0.9955,0.0018,0.3269,False,Unknown,Unknown,153,0
0.9208,0.7813,0.8051,-0.0079,0.8021,False,Unknown,Unknown,350,0
0.9903,0.9861,0.9886,0.9546,0.9865,False,Unknown,Unknown,480,0
-0.9502,-0.9827,-0.9861,-0.6309,-0.9613,False,Solo Leisure,Economy Class,340,0
-0.647,-0.7884,-0.9279,-0.8116,-0.7445,True,Couple Leisure,Economy Class,750,0
-0.6877,-0.6927,-0.7055,-0.6849,-0.692,True,Family Leisure,Economy Class,2325,0
-0.6885,-0.9107,-0.9429,-0.9566,-0.8652,False,Family Leisure,Economy Class,532,0
-0.8787,-0.866,-0.8781,-0.8893,-0.8585,False,Couple Leisure,Economy Class,1883,0
-0.6894,-0.8811,-0.894,-0.9023,-0.8576,False,Couple Leisure,Economy Class,737,0
-0.7188,-0.9585,-0.9826,-0.9553,-0.8908,True,Family Leisure,Economy Class,182,0
-0.6784,-0.8373,-0.876,-0.8566,-0.79,False,Couple Leisure,Economy Class,885,0
-0.0884,-0.9277,-0.9616,-0.9684,-0.8535,False,Family Leisure,Economy Class,341,0
-0.9482,-0.9667,-0.9826,-0.9621,-0.953,True,Solo Leisure,Economy Class,774,0
-0.8785,-0.9246,-0.9325,-0.9293,-0.9148,False,Solo Leisure,Economy Class,1464,0
-0.9242,-0.9841,-0.9903,-0.9839,-0.9784,True,Business,Economy Class,301,0
0.0339,-0.855,-0.8645,-0.9109,-0.4871,False,Family Leisure,Economy Class,204,0
-0.3029,-0.4386,-0.4365,-0.5038,-0.4079,True,Solo Leisure,Economy Class,1578,0
0.9935,0.9911,0.9932,0.9637,0.9909,True,Family Leisure,Economy Class,169,1
-0.9313,-0.9668,-0.9632,-0.9558,-0.9558,False,Solo Leisure,Premium Economy,646,0
0.9923,0.9913,0.9936,0.9668,0.9921,True,Solo Leisure,Economy Class,253,1
-0.7338,-0.9297,-0.967,-0.9344,-0.8919,True,Couple Leisure,Economy Class,789,0
-0.9675,-0.9788,-0.988,-0.9779,-0.9793,False,Family Leisure,Economy Class,254,0
0.9932,0.9924,0.994,0.9736,0.3776,True,Solo Leisure,Economy Class,288,1
-0.878,-0.9558,-0.9793,-0.9744,-0.9386,True,Couple Leisure,Economy Class,1025,0
-0.8596,-0.9421,-0.947,-0.9464,-0.9403,True,Couple Leisure,Economy Class,1054,0
-0.9672,-0.987,-0.9945,-0.984,-0.9748,False,Couple Leisure,Economy Class,299,0
-0.7444,-0.7884,-0.9016,-0.8566,-0.7533,True,Family Leisure,Economy Class,626,0
-0.1544,-0.5407,-0.42,-0.7501,-0.3614,False,Solo Leisure,Economy Class,275,0
-0.9364,-0.964,-0.9806,-0.9652,-0.9334,True,Solo Leisure,Economy Class,227,1
-0.7486,-0.7798,-0.7823,-0.8034,-0.7313,True,Couple Leisure,Economy Class,2607,0
-0.5564,-0.8462,-0.9882,-0.8193,-0.9937,True,Solo Leisure,Economy Class,587,0
-0.7799,-0.8529,-0.8974,-0.8678,-0.8506,True,Solo Leisure,Economy Class,1711,0
0.7068,0.1548,-0.0342,-0.2113,0.1976,True,Business,Economy Class,329,0
-0.8464,-0.926,-0.9487,-0.9283,-0.918,True,Couple Leisure,Economy Class,624,0
0.0747,-0.0904,-0.3996,-0.2798,-0.0634,True,Solo Leisure,Economy Class,809,0
-0.6787,-0.8182,-0.9586,-0.8525,-0.7711,True,Family Leisure,Economy Class,1533,0
-0.727,-0.9417,-0.9601,-0.9598,-0.9594,True,Solo Leisure,Economy Class,603,0
-0.8723,-0.8767,-0.9167,-0.8723,-0.8653,True,Solo Leisure,Economy Class,2797,0
-0.8876,-0.9167,-0.931,-0.9072,-0.8965,True,Couple Leisure,Economy Class,1875,0
-0.7799,-0.8599,-0.8976,-0.8655,-0.8309,True,Family Leisure,Economy Class,731,0
-0.931,-0.9423,-0.9569,-0.9375,-0.9354,False,Solo Leisure,Economy Class,654,0
-0.935,-0.965,-0.9753,-0.9589,-0.9245,False,Family Leisure,Economy Class,503,0
-0.4452,-0.549,-0.6022,-0.5966,-0.5222,True,Family Leisure,Economy Class,2412,0
0.7893,0.7729,0.7317,0.7544,0.7794,True,Solo Leisure,Economy Class,1088,1
-0.9191,-0.9536,-0.9624,-0.9597,-0.9495,False,Couple Leisure,Economy Class,740,0
-0.7867,-0.8397,-0.9132,-0.8269,-0.778,True,Family Leisure,Economy Class,314,0
-0.7839,-0.9003,-0.9148,-0.9016,-0.8848,False,Solo Leisure,Economy Class,1156,0
-0.9174,-0.9423,-0.9394,-0.9464,-0.9408,False,Solo Leisure,Economy Class,1399,1
-0.954,-0.9728,-0.9879,-0.9446,-0.9637,True,Couple Leisure,Economy Class,527,0
0.9922,0.9918,0.9936,0.9762,0.99,True,Family Leisure,Economy Class,400,1
-0.8576,-0.9101,-0.9292,-0.9072,-0.896,False,Solo Leisure,Economy Class,1161,0
-0.9298,-0.9528,-0.9768,-0.9513,-0.9292,True,Family Leisure,Economy Class,275,0
0.992,0.989,0.9924,0.9299,0.9909,True,Family Leisure,Economy Class,211,1
-0.9394,-0.9777,-0.9806,-0.9775,-0.9641,False,Family Leisure,Economy Class,198,0
-0.9282,-0.9699,-0.9708,-0.9704,-0.9587,True,Family Leisure,Economy Class,577,0
-0.9666,-0.976,-0.9798,-0.9748,-0.9711,False,Solo Leisure,Economy Class,972,0
-0.8485,-0.8953,-0.9106,-0.9251,-0.8819,False,Couple Leisure,Economy Class,959,0
-0.7613,-0.8732,-0.9091,-0.8896,-0.8238,True,Family Leisure,Economy Class,517,0
-0.6622,-0.7782,-0.8246,-0.8131,-0.7637,True,Solo Leisure,Economy Class,1291,0
-0.7187,-0.8999,-0.9641,-0.9157,-0.8479,False,Family Leisure,Economy Class,859,0
-0.9858,-0.9875,-0.9927,-0.9928,-0.9874,False,Couple Leisure,Economy Class,311,0
-0.2733,-0.5381,-0.5755,-0.4966,-0.4619,True,Couple Leisure,Economy Class,1202,0
-0.7798,-0.8956,-0.9253,-0.9457,-0.891,True,Family Leisure,Economy Class,887,0
-0.8553,-0.9538,-0.9705,-0.9356,-0.9117,False,Family Leisure,Economy Class,424,0
-0.9502,-0.9668,-0.9794,-0.9681,-0.9633,True,Solo Leisure,Economy Class,843,0
-0.9062,-0.9648,-0.98,-0.9668,-0.9523,False,Family Leisure,Economy Class,388,0
-0.9256,-0.9532,-0.9647,-0.9538,-0.946,False,Family Leisure,Economy Class,1093,0
-0.9567,-0.9788,-0.9848,-0.9667,-0.966,False,Solo Leisure,Economy Class,420,0
-0.7157,-0.9373,-0.9648,-0.9542,-0.8987,False,Business,Economy Class,354,0
-0.842,-0.9494,-0.9571,-0.9445,-0.9228,True,Solo Leisure,Economy Class,856,0
-0.8616,-0.9274,-0.9638,-0.9398,-0.9088,False,Couple Leisure,Economy Class,1237,0
-0.9647,-0.9799,-0.9846,-0.9791,-0.9721,True,Family Leisure,Premium Economy,954,0
-0.6284,-0.9178,-0.9462,-0.5398,-0.7464,True,Business,Economy Class,848,0
-0.8005,-0.8821,-0.9208,-0.877,-0.8337,True,Business,Economy Class,685,0
-0.9678,-0.9811,-0.988,-0.9788,-0.9798,True,Couple Leisure,Premium Economy,340,0
-0.8214,-0.9724,-0.9872,-0.9753,-0.9346,False,Solo Leisure,Economy Class,274,0
-0.5293,-0.6792,-0.7645,-0.7255,-0.5255,True,Solo Leisure,Economy Class,1377,0
-0.8388,-0.9715,-0.9886,-0.9858,-0.9468,True,Solo Leisure,Economy Class,368,0
-0.9109,-0.9315,-0.9717,-0.9366,-0.9061,False,Solo Leisure,Economy Class,326,0
-0.9398,-0.9456,-0.98,-0.9665,-0.9545,False,Solo Leisure,Premium Economy,477,0
-0.9184,-0.9374,-0.9538,-0.9446,-0.9348,True,Solo Leisure,Economy Class,1304,0
-0.8655,-0.8775,-0.8803,-0.8871,-0.8739,False,Family Leisure,Economy Class,1888,0
0.4236,-0.4841,0.5593,-0.9554,-0.2616,False,Family Leisure,Economy Class,268,0
-0.611,-0.9511,-0.9931,-0.9022,-0.7996,False,Solo Leisure,Economy Class,166,0
-0.4419,-0.7255,-0.8204,-0.7695,-0.6887,True,Solo Leisure,Economy Class,984,0
-0.4824,-0.796,-0.8038,-0.866,-0.768,True,Couple Leisure,Economy Class,612,0
-0.9723,-0.9908,-0.9866,-0.9858,-0.9772,False,Family Leisure,Economy Class,425,0
-0.9736,-0.9873,-0.9887,-0.989,-0.9867,True,Solo Leisure,Economy Class,622,0
-0.4918,-0.8798,-0.931,-0.9441,-0.7572,False,Solo Leisure,Economy Class,303,0
-0.6502,-0.918,-0.958,-0.9422,-0.8286,False,Family Leisure,Economy Class,464,0
-0.7876,-0.9304,-0.9405,-0.9354,-0.9094,False,Family Leisure,Economy Class,854,0
-0.8291,-0.8364,-0.8595,-0.8435,-0.8356,True,Solo Leisure,Economy Class,1850,0
-0.7994,-0.9226,-0.8284,-0.9412,-0.9007,False,Solo Leisure,Economy Class,657,0
-0.6707,-0.8797,-0.7088,-0.9107,-0.8174,False,Business,Economy Class,399,0
-0.9078,-0.9399,-0.951,-0.9579,-0.9303,False,Family Leisure,Economy Class,874,0
-0.9286,-0.9621,-0.9781,-0.9708,-0.9598,False,Solo Leisure,Economy Class,605,0
-0.6957,-0.9362,-0.9681,-0.9446,-0.9147,False,Solo Leisure,Economy Class,668,0
-0.6981,-0.884,-0.9913,-0.9617,-0.8257,True,Couple Leisure,Economy Class,426,0
-0.6809,-0.7964,-0.9776,-0.8843,-0.7184,False,Couple Leisure,Economy Class,438,0
-0.9809,-0.9828,-0.9886,-0.9894,-0.9784,False,Family Leisure,Economy Class,233,0
-0.9529,-0.9796,-0.9825,-0.9777,-0.9667,True,Solo Leisure,Economy Class,820,0
-0.8059,-0.9521,-0.9718,-0.9658,-0.9298,False,Family Leisure,Economy Class,256,0
-0.9145,-0.9721,-0.9771,-0.9696,-0.9555,True,Solo Leisure,Economy Class,384,0
-0.9373,-0.961,-0.9838,-0.9629,-0.9451,True,Couple Leisure,Economy Class,501,0
0.1729,-0.8877,-0.952,-0.9176,-0.6007,True,Solo Leisure,Economy Class,241,0
-0.6514,-0.9393,-0.951,-0.9585,-0.8748,False,Couple Leisure,Economy Class,242,0
-0.9317,-0.9708,-0.9823,-0.9656,-0.963,True,Solo Leisure,Economy Class,328,0
-0.8415,-0.9644,-0.9709,-0.9638,-0.9305,True,Family Leisure,Economy Class,275,0
0.9943,0.9936,0.9963,0.9651,0.9924,False,Couple Leisure,Economy Class,298,1
-0.7464,-0.8182,-0.8482,-0.8497,-0.7883,True,Family Leisure,Economy Class,1220,0
-0.9776,-0.9841,-0.9898,-0.984,-0.9825,True,Business,Economy Class,877,0
-0.9584,-0.964,-0.9681,-0.9663,-0.9643,True,Business,Economy Class,1970,0
0.9175,0.9301,0.9025,0.9505,0.9386,False,Business,Economy Class,2019,1
-0.5133,-0.4816,-0.663,-0.6227,-0.4227,False,Business,Economy Class,1054,0
0.9872,0.9588,0.983,0.9308,0.9657,False,Solo Leisure,Economy Class,206,0
-0.3827,-0.7949,-0.7415,-0.7619,-0.2758,False,Unknown,Economy Class,247,0
0.9547,0.9076,0.9714,0.7493,0.9067,False,Unknown,Economy Class,213,1
0.988,0.4004,0.9696,0.7155,0.9138,False,Unknown,Economy Class,496,1
0.923,0.8892,0.9769,0.6869,0.8939,False,Unknown,Economy Class,507,1
0.9562,0.9017,0.9967,0.8309,0.8245,False,Unknown,Economy Class,195,1
-0.5647,-0.6928,-0.6922,-0.7061,-0.6336,False,Unknown,Economy Class,984,1
-0.5647,-0.6928,-0.6922,-0.7061,-0.6336,False,Unknown,Economy Class,984,1
0.9787,0.934,0.9564,0.9018,0.9391,False,Unknown,Economy Class,429,1
-0.9468,-0.33,-0.9394,-0.5516,-0.1898,False,Unknown,Economy Class,304,0
0.2902,-0.716,-0.8907,-0.8414,-0.5224,False,Unknown,Economy Class,378,0
0.9901,0.9773,0.9947,0.4558,0.9687,False,Unknown,Economy Class,155,1
0.9273,0.8694,0.9015,0.772,0.8626,False,Unknown,Economy Class,459,1
0.1849,-0.4854,-0.846,-0.86,-0.2786,False,Unknown,Economy Class,436,1
0.6188,0.383,0.6699,0.197,0.6128,False,Unknown,Economy Class,457,1
0.9115,0.7108,0.8118,-0.7547,0.7629,False,Unknown,Unknown,468,0
0.6253,-0.1399,0.4729,-0.6113,0.0914,False,Unknown,Unknown,421,0
0.9501,0.9152,0.9733,0.3165,0.9358,False,Unknown,Unknown,416,0
0.7111,-0.5373,0.71,-0.9178,-0.2232,False,Unknown,Unknown,194,0
-0.7441,-0.9134,-0.9405,-0.9066,-0.9028,False,Unknown,Unknown,1395,0
0.0308,-0.304,-0.7768,-0.8076,-0.4064,False,Unknown,Unknown,913,0
0.9503,0.9142,0.9965,-0.1914,0.8814,False,Unknown,Unknown,227,0
-0.9077,-0.9552,-0.9575,-0.9517,-0.9484,True,Solo Leisure,Economy Class,447,0
-0.971,-0.9718,-0.9723,-0.9701,-0.9716,True,Family Leisure,Economy Class,2170,0
-0.91,-0.9591,-0.9668,-0.9701,-0.9531,True,Family Leisure,Economy Class,622,0
-0.9543,-0.9728,-0.9786,-0.972,-0.9676,True,Family Leisure,Economy Class,1127,0
-0.9453,-0.9696,-0.9768,-0.9675,-0.9479,True,Solo Leisure,Economy Class,357,0
-0.9765,-0.9067,-0.8975,-0.939,-0.821,True,Family Leisure,Economy Class,342,0
-0.9052,-0.9794,-0.9867,-0.9876,-0.9673,True,Solo Leisure,Economy Class,467,0
-0.9708,-0.9871,-0.9926,-0.9885,-0.98,True,Business,Economy Class,471,0
-0.8313,-0.9611,-0.9682,-0.9699,-0.9426,False,Business,Business Class,399,0
-0.4149,-0.7428,-0.7536,-0.8732,-0.6866,True,Business,Economy Class,201,0
-0.6283,-0.895,-0.9232,-0.9434,-0.8699,False,Solo Leisure,Economy Class,447,0
-0.8833,-0.9433,-0.9539,-0.9601,-0.928,True,Solo Leisure,Economy Class,834,0
-0.8622,-0.9322,-0.9487,-0.9408,-0.9244,True,Solo Leisure,Economy Class,571,0
-0.9302,-0.9649,-0.9755,-0.968,-0.9576,True,Solo Leisure,Economy Class,843,0
-0.935,-0.9795,-0.9855,-0.98,-0.965,False,Business,Economy Class,283,0
0.9809,0.9835,0.9837,0.9547,0.9726,True,Solo Leisure,Economy Class,988,1
-0.9389,-0.9648,-0.9733,-0.966,-0.9569,True,Solo Leisure,Economy Class,767,0
-0.952,-0.9872,-0.9875,-0.99,-0.9822,True,Business,Economy Class,292,0
-0.8496,-0.9432,-0.9517,-0.9479,-0.9093,True,Family Leisure,Economy Class,716,0
0.9696,0.9424,0.9592,0.794,0.9562,True,Solo Leisure,Economy Class,324,1
-0.9077,-0.944,-0.9595,-0.9658,-0.9365,True,Family Leisure,Economy Class,474,0
-0.1124,-0.1152,-0.6513,-0.3922,-0.0761,True,Couple Leisure,Economy Class,293,1
0.9355,0.8593,0.927,0.7746,0.8729,True,Family Leisure,Economy Class,273,1
0.9891,0.9566,0.9926,0.8221,0.9521,True,Solo Leisure,Economy Class,403,1
0.7901,0.6049,0.7285,0.2793,0.6361,True,Family Leisure,Economy Class,397,1
0.9275,0.7804,0.9187,0.31,0.8454,True,Family Leisure,Economy Class,311,1
0.9883,0.9867,0.9946,0.9748,0.9866,True,Solo Leisure,Economy Class,568,1
-0.7949,-0.9356,-0.9533,-0.9006,-0.8629,True,Solo Leisure,Economy Class,420,0
-0.6083,-0.7867,-0.8618,-0.7818,-0.7208,True,Solo Leisure,Economy Class,1390,0
0.9931,0.9926,0.9931,0.9803,0.9926,True,Solo Leisure,Economy Class,462,1
-0.9664,-0.9779,-0.9933,-0.9895,-0.9529,False,Solo Leisure,Economy Class,158,0
-0.9654,-0.9845,-0.9911,-0.9829,-0.9776,False,Couple Leisure,Economy Class,483,0
-0.89,-0.8101,-0.962,-0.8652,-0.906,True,Solo Leisure,Economy Class,1114,0
-0.9043,-0.9425,-0.9496,-0.954,-0.931,True,Family Leisure,Economy Class,1240,0
-0.9149,-0.9268,-0.9396,-0.9301,-0.9173,False,Couple Leisure,Economy Class,2189,0
-0.8468,-0.9256,-0.9481,-0.9424,-0.9117,False,Solo Leisure,Economy Class,788,0
-0.9286,-0.947,-0.9622,-0.9617,-0.9406,False,Family Leisure,Economy Class,328,0
-0.8713,-0.975,-0.9872,-0.9797,-0.9457,False,Business,Economy Class,280,0
-0.7863,-0.9239,-0.9282,-0.9105,-0.8555,True,Family Leisure,Economy Class,861,0
-0.9579,-0.9709,-0.9654,-0.9732,-0.9674,False,Solo Leisure,Economy Class,770,0
-0.4143,-0.8331,-0.9241,-0.8644,-0.7738,True,Solo Leisure,Economy Class,547,0
-0.8787,-0.98,-0.9822,-0.979,-0.9656,True,Family Leisure,Economy Class,452,0
0.9966,0.9961,0.9931,0.939,0.9895,True,Solo Leisure,Economy Class,200,1
-0.9796,-0.9744,-0.9775,-0.9762,-0.9711,False,Solo Leisure,Economy Class,848,0
0.3418,-0.8306,-0.0307,-0.6471,-0.4128,True,Family Leisure,Economy Class,257,0
-0.8648,-0.959,-0.9701,-0.9608,-0.9261,True,Solo Leisure,Economy Class,466,1
-0.9853,-0.974,-0.9767,-0.9668,-0.9718,True,Family Leisure,Economy Class,645,0
-0.9745,-0.6728,-0.8873,-0.884,-0.9786,True,Business,Economy Class,631,0
-0.8251,-0.862,-0.9264,-0.8871,-0.8304,True,Solo Leisure,Economy Class,688,0
0.9569,-0.9631,-0.9906,-0.9801,-0.9679,True,Solo Leisure,Economy Class,433,0
-0.9701,-0.9731,-0.9802,-0.973,-0.9625,False,Solo Leisure,Economy Class,836,0
-0.7735,-0.9455,-0.9202,-0.9205,-0.9738,False,Couple Leisure,Economy Class,222,0
-0.9801,-0.9872,-0.9904,-0.9916,-0.9948,True,Solo Leisure,Economy Class,168,0
-0.9831,-0.9928,-0.9934,-0.9926,-0.9913,False,Business,Economy Class,445,0
-0.814,-0.9715,-0.9787,-0.9753,-0.9457,False,Couple Leisure,Economy Class,449,0
-0.9339,-0.9754,-0.9853,-0.9721,-0.9468,True,Family Leisure,Economy Class,384,0
-0.8305,-0.8977,-0.8855,-0.9196,-0.8791,True,Couple Leisure,Economy Class,491,0
-0.9333,-0.986,-0.9909,-0.987,-0.9758,True,Family Leisure,Economy Class,436,0
-0.99,-0.966,-0.9793,-0.9686,-0.9398,False,Family Leisure,Economy Class,444,0
-0.5975,-0.5375,-0.567,-0.4484,-0.4035,True,Solo Leisure,Economy Class,2357,0
-0.9761,-0.9572,0.0874,-0.9575,-0.9489,True,Solo Leisure,Economy Class,475,0
0.9822,0.9857,0.9881,0.9284,0.9837,True,Solo Leisure,Economy Class,260,1
-0.2529,-0.9926,-0.9344,-0.9653,-0.8808,True,Couple Leisure,Economy Class,191,0
-0.9532,-0.9935,-0.9747,-0.9679,-0.967,True,Couple Leisure,Premium Economy,467,0
-0.9446,-0.9597,-0.9922,-0.9741,-0.9418,True,Business,Economy Class,294,0
-0.1317,-0.8131,-0.9108,-0.8526,-0.712,True,Solo Leisure,Economy Class,601,0
-0.9099,-0.9179,-0.9194,-0.9265,-0.9149,True,Couple Leisure,Economy Class,3034,0
-0.686,-0.9365,-0.9626,-0.9583,-0.8792,False,Family Leisure,Economy Class,500,0
-0.9178,-0.9579,-0.9692,-0.9578,-0.9476,True,Couple Leisure,Economy Class,1576,0
-0.9835,-0.981,-0.9808,-0.9853,-0.9813,False,Family Leisure,Economy Class,353,0
-0.9821,-0.8981,0.3724,-0.9235,-0.7634,True,Solo Leisure,Economy Class,246,0
-0.9119,-0.9777,-0.9951,-0.9823,-0.958,True,Solo Leisure,Economy Class,191,0
-0.936,-0.9348,-0.944,-0.9347,-0.9402,True,Family Leisure,Economy Class,2140,0
0.8852,0.9934,0.9917,0.9666,0.987,False,Solo Leisure,Economy Class,280,1
-0.9427,-0.979,-0.9721,-0.9219,-0.9205,True,Couple Leisure,Business Class,855,0
0.3292,0.2175,0.0719,-0.6141,0.2112,True,Solo Leisure,Economy Class,578,1
-0.9052,-0.973,-0.9799,-0.967,-0.9168,True,Couple Leisure,Economy Class,381,0
-0.9497,-0.9757,-0.9845,-0.9741,-0.9822,True,Solo Leisure,Economy Class,447,0
-0.9467,-0.9777,-0.9866,-0.9816,-0.9901,True,Business,Economy Class,168,0
-0.9171,-0.9512,-0.9624,-0.9573,-0.9437,True,Business,Economy Class,620,0
-0.864,-0.9775,-0.9936,-0.9803,-0.9603,True,Business,Economy Class,221,0
-0.8571,-0.9511,-0.9695,-0.9358,-0.9011,False,Family Leisure,Economy Class,780,0
-0.9873,-0.9764,-0.9836,-0.9707,-0.9682,True,Couple Leisure,Economy Class,823,0
-0.9115,-0.9301,-0.9517,-0.9259,-0.9175,False,Family Leisure,Economy Class,686,0
-0.5816,-0.7911,-0.7539,-0.8687,-0.7657,True,Solo Leisure,Economy Class,840,0
-0.8304,-0.8649,-0.906,-0.8714,-0.8384,True,Family Leisure,Economy Class,1285,0
-0.585,-0.7844,-0.8301,-0.7858,-0.6725,True,Couple Leisure,Economy Class,1648,0
-0.8658,-0.9392,-0.9745,-0.9547,-0.9144,True,Family Leisure,Economy Class,569,0
-0.8965,-0.9248,-0.9758,-0.9651,-0.851,False,Business,Economy Class,211,0
-0.9329,-0.9919,-0.9919,-0.9752,-0.9577,False,Family Leisure,Economy Class,306,0
-0.8328,-0.8542,-0.8591,-0.8489,-0.8422,True,Solo Leisure,Economy Class,2131,0
-0.9477,-0.9446,-0.9605,-0.9428,-0.9321,True,Couple Leisure,Economy Class,1145,0
0.0788,-0.8169,-0.9842,-0.9368,-0.4726,True,Family Leisure,Economy Class,196,0
-0.8849,-0.8946,-0.8997,-0.9022,-0.8936,True,Solo Leisure,Economy Class,2086,0
-0.9548,-0.9739,-0.9899,-0.9707,-0.9697,True,Family Leisure,Economy Class,509,0
-0.8838,-0.9451,-0.9877,-0.9391,-0.9354,True,Family Leisure,Economy Class,508,0
-0.8442,-0.9633,-0.9825,-0.9678,-0.8823,False,Family Leisure,Economy Class,403,0
-0.6721,-0.8187,-0.898,-0.8668,-0.7433,True,Solo Leisure,Economy Class,223,0
-0.9823,-0.9872,-0.9884,-0.9866,-0.9803,True,Business,Economy Class,445,0
-0.9875,-0.8576,-0.9282,-0.8645,-0.3436,True,Solo Leisure,Economy Class,439,0
-0.8303,-0.9356,-0.9751,-0.9386,-0.9195,True,Solo Leisure,Economy Class,901,0
-0.908,-0.9552,-0.9672,-0.9567,-0.9452,True,Couple Leisure,Economy Class,1053,0
-0.8715,-0.9616,-0.9752,-0.9695,-0.9325,False,Couple Leisure,Economy Class,535,0
-0.8701,-0.9609,-0.9807,-0.9668,-0.9326,True,Solo Leisure,Economy Class,380,0
-0.8775,-0.9135,-0.8814,-0.9429,-0.9057,True,Solo Leisure,Economy Class,1046,0
-0.3863,-0.8449,-0.911,-0.8995,-0.6746,False,Family Leisure,Economy Class,368,0
-0.8668,-0.947,-0.9552,-0.9922,-0.916,True,Solo Leisure,Economy Class,165,1
-0.9703,-0.9706,-0.9735,-0.971,-0.9694,False,Couple Leisure,Economy Class,2114,0
-0.8702,-0.9145,-0.9363,-0.9131,-0.9003,True,Solo Leisure,Economy Class,1368,0
-0.7578,-0.9267,-0.9849,-0.9553,-0.8511,False,Couple Leisure,Economy Class,190,0
-0.6069,-0.8391,-0.8356,-0.8338,-0.8126,True,Couple Leisure,Economy Class,977,0
-0.9594,-0.9814,-0.9882,-0.9799,-0.9625,True,Solo Leisure,Economy Class,331,0
-0.9715,-0.9513,-0.9528,-0.9206,-0.8943,True,Family Leisure,Economy Class,1036,0
-0.8315,-0.8628,-0.9055,-0.8732,-0.849,True,Family Leisure,Economy Class,1559,1
-0.9525,-0.9807,-0.9878,-0.9828,-0.9741,True,Solo Leisure,Economy Class,529,0
0.9964,0.9898,0.9964,0.8145,0.9865,True,Solo Leisure,Economy Class,323,1
-0.8536,-0.9504,-0.9892,-0.9588,-0.934,True,Family Leisure,Economy Class,267,0
-0.8351,-0.9249,-0.932,-0.9326,-0.8798,True,Business,Economy Class,883,0
-0.0916,-0.8007,-0.9706,-0.8391,-0.9594,True,Business,Economy Class,720,0
-0.9425,-0.9796,-0.994,-0.9815,-0.9607,True,Solo Leisure,Economy Class,213,0
-0.8983,-0.9755,-0.973,-0.9619,-0.9842,False,Solo Leisure,Economy Class,615,0
-0.8882,-0.9772,-0.9859,-0.9645,-0.8891,True,Business,Economy Class,326,0
-0.9399,-0.9523,-0.9563,-0.9523,-0.9507,True,Solo Leisure,Economy Class,1874,0
-0.8543,-0.9356,-0.9614,-0.9321,-0.9146,True,Couple Leisure,Economy Class,693,0
-0.6603,-0.8674,-0.9531,-0.6635,-0.8605,False,Couple Leisure,Economy Class,438,0
-0.7056,-0.92,-0.9345,-0.924,-0.886,False,Couple Leisure,Economy Class,399,0
-0.8271,-0.9562,-0.9685,-0.9583,-0.9097,False,Solo Leisure,Economy Class,316,0
-0.9875,-0.9804,-0.9794,-0.9624,-0.9729,True,Solo Leisure,Economy Class,440,0
-0.9181,-0.9229,-0.9381,-0.9165,-0.9229,True,Family Leisure,Economy Class,1254,0
-0.8539,-0.8758,-0.8839,-0.8836,-0.8635,True,Solo Leisure,Economy Class,1745,0
-0.8895,-0.9528,-0.966,-0.9521,-0.942,True,Solo Leisure,Economy Class,861,0
-0.9772,-0.9853,-0.9879,-0.9874,-0.9844,True,Solo Leisure,Economy Class,630,0
-0.7048,-0.9196,-0.9484,-0.8997,-0.7409,True,Family Leisure,Economy Class,196,0
-0.761,-0.8969,-0.9537,-0.9512,-0.7629,True,Solo Leisure,Economy Class,666,0
-0.7047,-0.8164,-0.8626,-0.8646,-0.7818,False,Family Leisure,Economy Class,1226,0
-0.7193,-0.8093,-0.9392,-0.8871,-0.8254,False,Family Leisure,Economy Class,375,0
-0.0724,-0.3722,-0.7597,-0.5539,-0.251,True,Solo Leisure,Economy Class,491,0
-0.8865,-0.9733,-0.9866,-0.9323,-0.9064,True,Business,Economy Class,197,0
-0.9844,-0.9767,-0.967,-0.9473,-0.8283,False,Family Leisure,Economy Class,423,0
-0.9762,-0.9891,-0.9918,-0.9858,-0.9726,False,Couple Leisure,Economy Class,375,0
0.2712,-0.4915,-0.5428,-0.61,-0.3095,True,Business,Economy Class,921,0
-0.8129,-0.9497,-0.7764,-0.7511,-0.737,True,Solo Leisure,Business Class,1179,0
