absa_seat_e2,absa_food_e2,absa_staff_e2,absa_ground_service_e2,absa_entertainment_e2,absa_seat_e2_missing,absa_food_e2_missing,absa_staff_e2_missing,absa_ground_service_e2_missing,absa_entertainment_e2_missing,Verified,Type Of Traveller,Seat Type,review_length,row_id,Review Date,Date Flown,Recommended
,0.9677,0.987,0.8978,,1,0,0,0,1,False,Unknown,Unknown,1031,12641,2007-06-04,,0
,0.9677,0.987,0.8978,,1,0,0,0,1,False,Unknown,Unknown,1031,12642,2007-06-04,,0
-0.5774,-0.8926,-0.9654,-0.8697,-0.9723,0,0,0,0,0,False,Unknown,Unknown,636,12643,2006-10-18,,0
-0.5774,-0.8926,-0.9654,-0.8697,-0.9723,0,0,0,0,0,False,Unknown,Unknown,636,12644,2006-10-18,,0
-0.9279,-0.8272,0.2667,-0.8323,-0.9492,0,0,0,0,0,False,Unknown,Unknown,711,12645,2006-10-14,,0
-0.9279,-0.8272,0.2667,-0.8323,-0.9492,0,0,0,0,0,False,Unknown,Unknown,711,12646,2006-10-14,,0
0.9049,0.6455,0.9836,,-0.1103,0,0,0,1,0,False,Unknown,Unknown,559,12647,2005-07-21,,0
0.9049,0.6455,0.9836,,-0.1103,0,0,0,1,0,False,Unknown,Unknown,559,12648,2005-07-21,,0
,,-0.9267,-0.9081,,1,1,0,0,1,True,Couple Leisure,Economy Class,951,12649,2018-12-27,2018-07-01,0
,,,-0.9819,,1,1,1,0,1,True,Solo Leisure,Economy Class,544,12650,2023-07-27,2023-07-01,0
,,,-0.9913,,1,1,1,0,1,True,Solo Leisure,Economy Class,302,12651,2023-07-22,2023-07-01,0
,,-0.9343,,,1,1,0,1,1,True,Family Leisure,Economy Class,415,12652,2023-07-08,2023-07-01,0
-0.914,,-0.934,-0.9213,-0.9209,0,1,0,0,0,True,Couple Leisure,Business Class,1306,12653,2023-07-06,2023-06-01,0
-0.9563,,-0.9657,-0.966,,0,1,0,0,1,True,Couple Leisure,Economy Class,1789,12654,2023-07-04,2023-06-01,0
-0.9649,-0.9125,-0.9371,-0.9488,,0,0,0,0,1,True,Family Leisure,Economy Class,1086,12655,2023-07-03,2023-07-01,0
-0.9802,-0.9519,-0.9703,-0.9648,,0,0,0,0,1,False,Couple Leisure,Economy Class,360,12656,2023-07-01,2023-06-01,0
,0.8793,0.934,0.5029,,1,0,0,0,1,False,Solo Leisure,Economy Class,946,12657,2023-06-30,2023-06-01,1
,,,0.7538,,1,1,1,0,1,False,Family Leisure,Economy Class,685,12658,2023-06-25,2023-06-01,1
,,-0.814,,,1,1,0,1,1,False,Business,Economy Class,1692,12659,2023-06-20,2023-01-01,0
,,-0.9699,-0.9694,-0.9617,1,1,0,0,0,True,Couple Leisure,Economy Class,1618,12660,2023-06-08,2023-05-01,0
-0.8196,-0.8242,-0.6338,-0.8338,,0,0,0,0,1,True,Business,Business Class,1815,12661,2023-06-03,2023-06-01,0
,,,,,1,1,1,1,1,True,Solo Leisure,Economy Class,352,12662,2023-05-26,2023-05-01,0
,,-0.9499,-0.9614,,1,1,0,0,1,True,Family Leisure,Economy Class,1227,12663,2023-04-30,2023-04-01,0
0.9793,0.993,0.9608,,,0,0,0,1,1,True,Solo Leisure,Business Class,178,12664,2023-04-01,2023-03-01,1
0.7517,0.7199,0.6907,0.64,,0,0,0,0,1,True,Solo Leisure,Business Class,3120,12665,2023-03-29,2023-03-01,1
,,-0.8965,-0.8437,,1,1,0,0,1,True,Family Leisure,Business Class,2955,12666,2023-03-28,2022-10-01,0
,,-0.8876,-0.8223,,1,1,0,0,1,True,Solo Leisure,Economy Class,701,12667,2023-03-26,2023-03-01,0
-0.9721,,,-0.9819,,0,1,1,0,1,True,Solo Leisure,Economy Class,377,12668,2023-03-24,2023-03-01,0
,,,-0.9528,,1,1,1,0,1,True,Business,Economy Class,890,12669,2023-03-17,2023-03-01,0
,,-0.9277,-0.7625,,1,1,0,0,1,True,Couple Leisure,Economy Class,732,12670,2023-03-15,2023-03-01,0
,,,-0.9785,,1,1,1,0,1,True,Family Leisure,Economy Class,505,12671,2023-03-15,2023-03-01,0
,,,-0.9691,,1,1,1,0,1,True,Solo Leisure,Economy Class,754,12672,2023-03-14,2022-12-01,0
,,,-0.9843,,1,1,1,0,1,True,Solo Leisure,Economy Class,549,12673,2023-03-05,2023-03-01,0
,,,-0.9193,,1,1,1,0,1,False,Couple Leisure,Economy Class,442,12674,2023-02-25,2023-01-01,0
-0.7445,-0.8904,-0.7946,-0.8665,,0,0,0,0,1,True,Solo Leisure,Business Class,1169,12675,2023-02-25,2023-02-01,0
,0.9857,0.9882,0.9237,,1,0,0,0,1,True,Solo Leisure,Business Class,203,12676,2023-02-22,2023-02-01,1
,,0.8433,0.5416,,1,1,0,0,1,True,Solo Leisure,Economy Class,685,12677,2023-02-18,2023-01-01,0
,0.7881,,0.8958,,1,0,1,0,1,True,Solo Leisure,Economy Class,287,12678,2023-02-13,2023-02-01,1
-0.9392,,-0.9436,,,0,1,0,1,1,True,Solo Leisure,Economy Class,835,12679,2023-02-12,2023-01-01,0
,-0.9115,-0.9365,-0.9197,,1,0,0,0,1,True,Couple Leisure,Economy Class,1062,12680,2023-01-21,2023-01-01,0
,,-0.9705,,,1,1,0,1,1,True,Business,Economy Class,460,12681,2023-01-14,2023-01-01,0
-0.6641,,,-0.9388,-0.8843,0,1,1,0,0,False,Solo Leisure,Economy Class,309,12682,2023-01-09,2023-01-01,0
,-0.8385,-0.8566,-0.8498,,1,0,0,0,1,True,Couple Leisure,Economy Class,2281,12683,2023-01-09,2023-01-01,0
,,-0.9374,-0.9171,,1,1,0,0,1,True,Solo Leisure,Economy Class,1136,12684,2022-12-27,2022-12-01,0
-0.2487,,,-0.7399,,0,1,1,0,1,False,Solo Leisure,Business Class,1283,12685,2022-12-13,2022-11-01,0
0.9916,0.99,0.9919,,0.8867,0,0,0,1,0,True,Solo Leisure,Economy Class,700,12686,2022-12-12,2022-11-01,1
,,,-0.9556,,1,1,1,0,1,False,Couple Leisure,Premium Economy,708,12687,2022-12-11,2022-12-01,0
,,,-0.9535,,1,1,1,0,1,False,Solo Leisure,Economy Class,474,12688,2022-11-14,2022-08-01,0
,,,-0.9515,,1,1,1,0,1,False,Solo Leisure,Economy Class,635,12689,2022-10-24,2022-09-01,0
,0.84,0.988,0.938,,1,0,0,0,1,True,Solo Leisure,Economy Class,714,12690,2022-10-03,2022-09-01,1
,-0.9354,,-0.9384,-0.934,1,0,1,0,0,False,Couple Leisure,Economy Class,1086,12691,2022-10-02,2022-10-01,0
,-0.9711,-0.9923,,,1,0,0,1,1,True,Business,Economy Class,217,12692,2022-09-22,2022-09-01,0
,-0.9656,,-0.9725,-0.9614,1,0,1,0,0,True,Solo Leisure,Economy Class,342,12693,2022-09-14,2022-09-01,0
,-0.798,-0.542,-0.7649,-0.7353,1,0,0,0,0,False,Couple Leisure,Business Class,1073,12694,2022-09-01,2022-07-01,0
,,0.994,0.8763,,1,1,0,0,1,True,Family Leisure,Economy Class,211,12695,2022-07-30,2022-07-01,1
,,-0.9492,-0.9386,,1,1,0,0,1,True,Solo Leisure,Economy Class,894,12696,2022-07-22,2022-07-01,0
,,-0.9883,-0.9434,,1,1,0,0,1,True,Family Leisure,Economy Class,377,12697,2022-07-14,2022-07-01,0
,,0.9974,,,1,1,0,1,1,True,Solo Leisure,Economy Class,173,12698,2022-07-11,2022-07-01,1
,,,-0.9836,,1,1,1,0,1,False,Couple Leisure,Economy Class,412,12699,2022-07-10,2022-07-01,0
,,-0.9867,-0.9799,,1,1,0,0,1,True,Business,Economy Class,524,12700,2022-07-09,2022-07-01,0
,,-0.8232,-0.7985,,1,1,0,0,1,True,Couple Leisure,Economy Class,3090,12701,2022-07-01,2022-06-01,0
-0.9674,-0.9856,-0.9918,,,0,0,0,1,1,True,Couple Leisure,Economy Class,223,12702,2022-06-19,2022-06-01,0
,,-0.921,-0.9145,-0.9036,1,1,0,0,0,True,Solo Leisure,Economy Class,1641,12703,2022-06-18,2022-05-01,0
-0.6888,,-0.9074,-0.8414,,0,1,0,0,1,True,Business,Economy Class,1251,12704,2022-06-14,2022-06-01,0
0.9295,0.8901,0.8979,0.863,0.7566,0,0,0,0,0,True,Business,Business Class,1647,12705,2022-05-20,2022-05-01,1
,,-0.9863,-0.9526,,1,1,0,0,1,True,Solo Leisure,Economy Class,537,12706,2022-05-20,2022-05-01,0
0.9038,0.9025,0.9027,0.8969,0.8864,0,0,0,0,0,True,Business,Economy Class,2226,12707,2022-05-10,2022-05-01,1
,,,-0.904,,1,1,1,0,1,False,Solo Leisure,Economy Class,1279,12708,2022-05-02,2022-03-01,0
-0.9224,,-0.9862,,,0,1,0,1,1,True,Solo Leisure,Economy Class,427,12709,2022-04-29,2022-04-01,0
-0.3979,0.3691,-0.9015,-0.8215,,0,0,0,0,1,False,Solo Leisure,Economy Class,553,12710,2022-04-24,2022-04-01,0
,,-0.9879,-0.9755,,1,1,0,0,1,True,Business,Economy Class,781,12711,2022-03-21,2022-03-01,0
,,,-0.8767,,1,1,1,0,1,False,Business,Economy Class,1538,12712,2022-03-15,2022-03-01,0
,,-0.9739,-0.975,,1,1,0,0,1,True,Family Leisure,Economy Class,746,12713,2022-03-02,2022-02-01,0
,,-0.9868,,,1,1,0,1,1,True,Business,Economy Class,526,12714,2022-03-02,2022-03-01,0
,,,-0.8737,,1,1,1,0,1,True,Solo Leisure,Economy Class,1015,12715,2022-02-22,2022-02-01,0
,,-0.9627,-0.9586,,1,1,0,0,1,True,Family Leisure,Economy Class,1103,12716,2022-02-22,2022-02-01,1
,,,-0.8764,,1,1,1,0,1,True,Couple Leisure,Economy Class,592,12717,2021-12-08,2021-12-01,0
,,-0.7319,-0.7285,,1,1,0,0,1,True,Solo Leisure,Economy Class,859,12718,2021-12-06,2021-12-01,0
,,0.9836,0.9683,,1,1,0,0,1,True,Solo Leisure,Business Class,901,12719,2021-11-09,2021-10-01,1
0.9708,0.9652,0.965,,,0,0,0,1,1,True,Solo Leisure,Economy Class,1281,12720,2021-11-09,2021-10-01,1
,,,0.455,,1,1,1,0,1,True,Solo Leisure,Economy Class,1588,12721,2021-09-20,2021-09-01,1
,,,-0.7537,,1,1,1,0,1,True,Family Leisure,Economy Class,2534,12722,2021-08-26,2021-08-01,0
,,0.9836,0.972,,1,1,0,0,1,True,Family Leisure,Economy Class,980,12723,2021-06-20,2021-06-01,1
-0.9853,-0.9923,-0.9882,-0.9808,-0.9798,0,0,0,0,0,True,Business,Business Class,754,12724,2021-04-10,2021-04-01,0
-0.9249,-0.6051,0.6758,,,0,0,0,1,1,True,Business,Business Class,1081,12725,2021-03-28,2021-03-01,1
-0.8106,-0.8416,-0.842,,,0,0,0,1,1,True,Business,Business Class,1194,12726,2021-03-21,2021-03-01,1
,,0.9396,,,1,1,0,1,1,True,Solo Leisure,Economy Class,213,12727,2021-03-20,2021-03-01,1
,,-0.9795,-0.9611,,1,1,0,0,1,True,Couple Leisure,Economy Class,492,12728,2021-03-18,2021-01-01,0
,,,-0.976,,1,1,1,0,1,True,Solo Leisure,Economy Class,523,12729,2021-02-23,2020-08-01,0
,,,-0.9511,,1,1,1,0,1,False,Couple Leisure,Economy Class,1343,12730,2021-01-19,2020-06-01,0
,,-0.9507,-0.9284,,1,1,0,0,1,True,Solo Leisure,Business Class,984,12731,2020-11-15,2020-02-01,0
,,,-0.9366,,1,1,1,0,1,False,Solo Leisure,Economy Class,1100,12732,2020-11-10,2020-11-01,0
,,-0.9407,-0.9185,,1,1,0,0,1,True,Solo Leisure,Economy Class,720,12733,2020-09-01,2020-08-01,0
,-0.9808,-0.9848,-0.959,-0.9843,1,0,0,0,0,True,Business,Economy Class,795,12734,2020-08-11,2020-03-01,0
0.8501,0.8709,0.8848,0.8059,0.7588,0,0,0,0,0,True,Family Leisure,Economy Class,2996,12735,2020-05-19,2020-03-01,0
,,,-0.8271,,1,1,1,0,1,True,Family Leisure,Premium Economy,327,12736,2020-05-06,2020-03-01,0
,,-0.9464,-0.9087,,1,1,0,0,1,True,Business,Economy Class,844,12737,2020-05-01,2020-03-01,0
,,,-0.931,,1,1,1,0,1,True,Business,Business Class,322,12738,2020-04-17,2020-03-01,0
,-0.0287,-0.4028,-0.0624,-0.1778,1,0,0,0,0,True,Couple Leisure,Economy Class,1486,12739,2020-04-01,2020-03-01,0
0.5289,0.2721,0.4613,0.3609,0.3775,0,0,0,0,0,True,Solo Leisure,Economy Class,1533,12740,2020-03-17,2020-03-01,1
,,,-0.9771,,1,1,1,0,1,True,Solo Leisure,Economy Class,360,12741,2020-03-17,2020-01-01,0
,,-0.9881,-0.9862,,1,1,0,0,1,True,Solo Leisure,Economy Class,328,12742,2020-02-15,2020-02-01,0
0.9607,0.9594,0.9587,0.9301,,0,0,0,0,1,True,Solo Leisure,Economy Class,1612,12743,2020-02-07,2020-02-01,1
-0.1061,-0.1593,-0.21,0.0168,,0,0,0,0,1,True,Solo Leisure,Business Class,2081,12744,2020-02-07,2020-02-01,1
-0.9406,-0.9511,-0.9672,-0.9502,,0,0,0,0,1,False,Solo Leisure,Economy Class,1943,12745,2020-01-08,2020-01-01,0
,,-0.9816,-0.9802,,1,1,0,0,1,False,Family Leisure,Economy Class,1219,12746,2020-01-06,2020-01-01,0
,,-0.9774,-0.9685,,1,1,0,0,1,False,Couple Leisure,Economy Class,755,12747,2020-01-06,2020-01-01,0
,,-0.9635,-0.9208,,1,1,0,0,1,True,Couple Leisure,Economy Class,825,12748,2020-01-05,2020-01-01,0
,-0.9619,-0.9757,,,1,0,0,1,1,True,Business,Economy Class,887,12749,2019-12-21,2019-12-01,0
,,0.9833,,,1,1,0,1,1,False,Solo Leisure,Economy Class,173,12750,2023-07-27,2023-07-01,1
,,-0.9506,-0.9361,,1,1,0,0,1,False,Couple Leisure,Premium Economy,658,12751,2023-07-25,2023-07-01,0
,,-0.9888,-0.9844,,1,1,0,0,1,True,Solo Leisure,Economy Class,550,12752,2023-07-24,2023-07-01,0
-0.4246,-0.3774,-0.0887,-0.4545,,0,0,0,0,1,True,Solo Leisure,Economy Class,1380,12753,2023-07-21,2023-07-01,1
,,-0.9773,,,1,1,0,1,1,True,Couple Leisure,Economy Class,709,12754,2023-07-20,2023-05-01,0
,,-0.9528,-0.9448,,1,1,0,0,1,True,Couple Leisure,Economy Class,956,12755,2023-07-16,2023-07-01,1
,-0.8325,-0.5369,-0.8825,-0.877,1,0,0,0,0,True,Solo Leisure,Economy Class,1570,12756,2023-07-15,2023-07-01,0
,,-0.991,-0.9859,,1,1,0,0,1,False,Solo Leisure,Business Class,348,12757,2023-07-15,2023-07-01,0
,,-0.9671,-0.9675,,1,1,0,0,1,True,Solo Leisure,Economy Class,1119,12758,2023-07-10,2023-07-01,0
,,-0.8846,-0.8941,,1,1,0,0,1,True,Business,Economy Class,1427,12759,2023-07-07,2023-06-01,0
,,-0.5796,-0.5978,,1,1,0,0,1,True,Family Leisure,Economy Class,3065,12760,2023-07-06,2023-03-01,0
,,-0.987,-0.9789,,1,1,0,0,1,True,Couple Leisure,Economy Class,523,12761,2023-07-05,2023-06-01,0
,,,-0.8644,-0.772,1,1,1,0,0,False,Family Leisure,Economy Class,584,12762,2023-07-03,2023-06-01,0
,-0.9726,,-0.9738,,1,0,1,0,1,True,Solo Leisure,Economy Class,613,12763,2023-07-03,2023-06-01,0
,,-0.9833,-0.9831,,1,1,0,0,1,False,Solo Leisure,Economy Class,472,12764,2023-07-03,2023-06-01,0
,,-0.9283,-0.9095,,1,1,0,0,1,True,Couple Leisure,Economy Class,950,12765,2023-07-01,2023-06-01,0
,,-0.9709,-0.9516,,1,1,0,0,1,False,Solo Leisure,Economy Class,631,12766,2023-07-01,2023-05-01,0
,0.9291,0.9153,,0.9152,1,0,0,1,0,True,Solo Leisure,Economy Class,1399,12767,2023-06-26,2023-06-01,1
,,-0.9569,-0.9197,,1,1,0,0,1,False,Solo Leisure,Economy Class,475,12768,2023-06-25,2023-06-01,0
-0.8089,,,,-0.4064,0,1,1,1,0,True,Family Leisure,Economy Class,242,12769,2023-06-24,2023-06-01,0
,,-0.975,-0.9731,,1,1,0,0,1,False,Business,Economy Class,667,12770,2023-06-23,2023-06-01,0
,,-0.9897,-0.9867,,1,1,0,0,1,True,Solo Leisure,Economy Class,588,12771,2023-06-23,2022-12-01,0
,,-0.9495,-0.945,,1,1,0,0,1,True,Business,Economy Class,2084,12772,2023-06-23,2023-06-01,0
,,,-0.9928,,1,1,1,0,1,False,Couple Leisure,Economy Class,416,12773,2023-06-19,2023-06-01,0
,,-0.9111,,,1,1,0,1,1,False,Solo Leisure,Economy Class,1929,12774,2023-06-19,2023-05-01,0
,,-0.8514,-0.8451,-0.8234,1,1,0,0,0,False,Family Leisure,Economy Class,1934,12775,2023-06-18,2023-06-01,0
,,-0.85,-0.8322,,1,1,0,0,1,True,Couple Leisure,Economy Class,898,12776,2023-06-17,2023-05-01,0
-0.755,,-0.878,-0.8448,,0,1,0,0,1,True,Solo Leisure,Business Class,1107,12777,2023-06-16,2023-06-01,0
,,,-0.98,,1,1,1,0,1,True,Business,Economy Class,174,12778,2023-06-04,2023-06-01,0
,,-0.9945,-0.9835,,1,1,0,0,1,True,Couple Leisure,Economy Class,204,12779,2023-05-31,2023-05-01,0
-0.7557,-0.8859,-0.8996,-0.9053,,0,0,0,0,1,True,Couple Leisure,Economy Class,1461,12780,2023-05-30,2023-05-01,0
,,,-0.9773,,1,1,1,0,1,True,Family Leisure,Economy Class,293,12781,2023-05-29,2023-05-01,0
,,0.9968,0.9317,,1,1,0,0,1,True,Solo Leisure,Economy Class,181,12782,2023-05-26,2022-09-01,1
,-0.983,,-0.9384,,1,0,1,0,1,False,Couple Leisure,Economy Class,724,12783,2023-05-23,2023-05-01,0
-0.2984,,,-0.8,,0,1,1,0,1,False,Family Leisure,Economy Class,716,12784,2023-05-15,2023-05-01,0
0.9736,,0.9686,,0.9557,0,1,0,1,0,False,Couple Leisure,Business Class,447,12785,2023-05-08,2023-05-01,1
,,-0.7845,-0.7632,,1,1,0,0,1,True,Solo Leisure,Economy Class,2047,12786,2023-05-04,2023-05-01,0
0.9007,0.8308,0.8284,0.8341,0.8466,0,0,0,0,0,True,Business,Economy Class,2142,12787,2023-05-04,2023-05-01,1
,-0.9787,-0.9835,-0.9784,,1,0,0,0,1,True,Couple Leisure,Economy Class,276,12788,2023-05-03,2023-05-01,0
-0.5987,-0.7639,-0.8037,-0.7664,,0,0,0,0,1,True,Couple Leisure,Premium Economy,2348,12789,2023-04-28,2023-04-01,0
,-0.5993,-0.7226,-0.7089,-0.6836,1,0,0,0,0,True,Couple Leisure,Business Class,2217,12790,2023-04-23,2023-04-01,0
,,-0.9788,-0.953,-0.9326,1,1,0,0,0,True,Couple Leisure,Economy Class,583,12791,2023-04-20,2022-01-01,0
,,-0.8681,,-0.8264,1,1,0,1,0,False,Couple Leisure,Economy Class,1698,12792,2023-04-19,2023-03-01,0
0.8776,0.8023,0.8639,0.7664,,0,0,0,0,1,True,Business,Economy Class,2740,12793,2023-04-19,2023-04-01,1
-0.9365,,,,,0,1,1,1,1,True,Business,Business Class,602,12794,2023-04-14,2023-04-01,0
,,0.9751,0.7495,,1,1,0,0,1,True,Solo Leisure,Economy Class,676,12795,2023-04-13,2023-04-01,1
0.8859,0.9605,0.9791,0.8651,,0,0,0,0,1,True,Family Leisure,Economy Class,162,12796,2023-04-11,2023-04-01,1
-0.8674,,-0.8865,-0.8837,-0.8787,0,1,0,0,0,True,Family Leisure,Economy Class,1995,12797,2023-04-11,2022-06-01,0
,,0.9927,,,1,1,0,1,1,False,Solo Leisure,Economy Class,273,12798,2023-04-10,2023-04-01,1
,,-0.9373,-0.9056,,1,1,0,0,1,True,Couple Leisure,Economy Class,1162,12799,2023-04-09,2023-04-01,0
,-0.9531,,-0.956,,1,0,1,0,1,True,Business,Business Class,1220,12800,2023-04-09,2023-02-01,0
0.9921,0.9965,0.9913,0.9506,0.9679,0,0,0,0,0,False,Family Leisure,Business Class,269,12801,2023-04-08,2022-10-01,1
0.9608,0.9288,0.8986,,,0,0,0,1,1,True,Couple Leisure,Economy Class,416,12802,2023-04-08,2023-04-01,1
,,,-0.9568,,1,1,1,0,1,False,Solo Leisure,Economy Class,394,12803,2023-04-04,2022-05-01,0
,,,-0.9852,,1,1,1,0,1,False,Family Leisure,Economy Class,466,12804,2023-04-01,2023-03-01,0
,-0.9573,-0.9572,-0.9625,-0.9457,1,0,0,0,0,True,Family Leisure,Economy Class,664,12805,2023-04-01,2023-03-01,0
,,0.9832,,,1,1,0,1,1,False,Couple Leisure,Economy Class,298,12806,2023-03-28,2023-03-01,1
-0.9234,,-0.9607,-0.9329,,0,1,0,0,1,False,Business,Economy Class,1199,12807,2023-03-21,2023-03-01,0
,0.4362,0.6352,,,1,0,0,1,1,True,Business,Economy Class,442,12808,2023-03-20,2023-03-01,1
-0.8928,,-0.9,-0.8742,,0,1,0,0,1,True,Couple Leisure,Economy Class,1270,12809,2023-03-17,2023-03-01,0
,,,-0.9126,-0.9124,1,1,1,0,0,True,Business,Business Class,1200,12810,2023-03-15,2023-02-01,0
,,,-0.9756,,1,1,1,0,1,True,Solo Leisure,Economy Class,433,12811,2023-03-14,2023-03-01,0
-0.7807,-0.9153,,-0.9046,,0,0,1,0,1,True,Couple Leisure,Premium Economy,855,12812,2023-03-13,2023-02-01,0
-0.5116,,-0.7597,-0.7036,,0,1,0,0,1,True,Solo Leisure,Economy Class,1085,12813,2023-03-11,2023-02-01,1
-0.5916,,-0.8597,-0.8076,,0,1,0,0,1,True,Business,Economy Class,1183,12814,2023-03-11,2022-11-01,0
-0.9342,-0.9579,-0.9666,-0.9532,,0,0,0,0,1,True,Solo Leisure,Economy Class,740,12815,2023-03-10,2023-02-01,0
-0.8877,,-0.9843,-0.9784,,0,1,0,0,1,False,Business,Economy Class,363,12816,2023-03-09,2022-05-01,0
,0.9582,0.9711,0.1223,,1,0,0,0,1,True,Solo Leisure,Economy Class,526,12817,2023-03-05,2023-03-01,1
-0.9578,,-0.9759,-0.9596,,0,1,0,0,1,False,Family Leisure,Economy Class,457,12818,2023-03-04,2023-03-01,0
0.9945,0.9928,0.9965,0.949,0.7793,0,0,0,0,0,False,Business,Business Class,184,12819,2023-02-25,2022-10-01,1
-0.7315,-0.7567,-0.7607,-0.6936,-0.7235,0,0,0,0,0,True,Solo Leisure,Economy Class,1557,12820,2023-02-25,2023-02-01,0
,-0.8744,-0.9798,-0.9716,,1,0,0,0,1,True,Solo Leisure,Economy Class,525,12821,2023-02-24,2023-01-01,0
-0.8229,,,,,0,1,1,1,1,True,Couple Leisure,Economy Class,415,12822,2023-02-24,2023-02-01,0
,,,-0.9783,,1,1,1,0,1,True,Couple Leisure,Economy Class,412,12823,2023-02-17,2022-06-01,0
,,,-0.9762,,1,1,1,0,1,True,Solo Leisure,Economy Class,562,12824,2023-02-14,2022-08-01,0
,,0.9929,,,1,1,0,1,1,False,Couple Leisure,Economy Class,424,12825,2023-02-10,2023-01-01,1
-0.9857,-0.9834,-0.9803,-0.9745,-0.9524,0,0,0,0,0,True,Family Leisure,Premium Economy,596,12826,2023-02-08,2023-02-01,0
,,-0.9845,-0.9716,,1,1,0,0,1,False,Solo Leisure,Economy Class,477,12827,2023-02-07,2023-02-01,0
,,-0.8273,-0.8844,,1,1,0,0,1,True,Couple Leisure,Economy Class,515,12828,2023-02-05,2023-02-01,0
,-0.9671,-0.9524,-0.9212,,1,0,0,0,1,True,Family Leisure,Economy Class,385,12829,2023-02-01,2023-01-01,0
-0.9772,-0.9785,-0.9756,-0.9655,,0,0,0,0,1,True,Solo Leisure,Economy Class,869,12830,2023-01-31,2023-01-01,0
,,-0.2472,-0.3387,,1,1,0,0,1,True,Couple Leisure,Economy Class,1046,12831,2023-01-27,2022-09-01,0
,0.9953,0.9885,,,1,0,0,1,1,True,Couple Leisure,Business Class,328,12832,2023-01-22,2022-11-01,1
-0.5849,,-0.8155,-0.7492,,0,1,0,0,1,True,Business,Business Class,1021,12833,2023-01-21,2022-09-01,0
,,-0.9176,-0.9091,,1,1,0,0,1,True,Solo Leisure,Economy Class,1635,12834,2023-01-14,2023-01-01,0
0.0393,,-0.9245,,,0,1,0,1,1,True,Couple Leisure,Economy Class,469,12835,2023-01-13,2023-01-01,0
-0.1039,,-0.3448,-0.2903,,0,1,0,0,1,True,Family Leisure,Economy Class,1424,12836,2023-01-09,2022-11-01,0
,,,-0.9561,,1,1,1,0,1,True,Solo Leisure,Economy Class,564,12837,2023-01-08,2022-08-01,0
-0.9435,-0.9795,-0.9811,-0.9784,,0,0,0,0,1,True,Family Leisure,Economy Class,809,12838,2023-01-05,2023-01-01,0
,-0.8537,0.8936,-0.8812,,1,0,0,0,1,True,Couple Leisure,Economy Class,629,12839,2023-01-01,2022-12-01,0
,,,-0.7924,,1,1,1,0,1,False,Couple Leisure,Economy Class,980,12840,2022-12-23,2022-12-01,0
0.9944,0.9912,0.9909,0.9804,,0,0,0,0,1,True,Couple Leisure,Economy Class,618,12841,2022-12-21,2022-12-01,1
,,-0.9819,-0.973,,1,1,0,0,1,True,Couple Leisure,Economy Class,395,12842,2022-12-14,2022-12-01,0
,,-0.9704,-0.9347,,1,1,0,0,1,True,Business,Economy Class,672,12843,2022-12-10,2022-12-01,0
,,,-0.6998,,1,1,1,0,1,True,Solo Leisure,Economy Class,1457,12844,2022-12-08,2022-07-01,0
-0.9278,,,-0.9736,,0,1,1,0,1,True,Business,Economy Class,291,12845,2022-12-04,2022-12-01,0
0.9734,0.9499,0.9399,0.7563,0.9532,0,0,0,0,0,True,Couple Leisure,Business Class,558,12846,2022-11-28,2022-10-01,1
-0.8565,0.5001,0.7795,,-0.8497,0,0,0,1,0,True,Solo Leisure,Economy Class,516,12847,2022-11-23,2022-11-01,1
,,,-0.9025,-0.8808,1,1,1,0,0,True,Solo Leisure,Economy Class,1121,12848,2022-11-21,2022-11-01,0
,,0.9902,0.9658,,1,1,0,0,1,True,Couple Leisure,Economy Class,224,12849,2023-07-19,2023-06-01,1
,,0.996,,,1,1,0,1,1,True,Family Leisure,Economy Class,276,12850,2023-07-06,2023-05-01,1
-0.7709,,,-0.8756,,0,1,1,0,1,False,Family Leisure,Economy Class,764,12851,2023-06-20,2023-06-01,0
0.993,0.9955,0.9948,,0.9901,0,0,0,1,0,False,Business,Business Class,508,12852,2023-06-16,2023-06-01,1
0.9243,0.9802,0.9076,,,0,0,0,1,1,True,Couple Leisure,Economy Class,277,12853,2023-06-02,2023-05-01,1
0.9963,0.9964,0.9932,,,0,0,0,1,1,False,Solo Leisure,Business Class,190,12854,2023-05-21,2023-05-01,1
,0.9538,0.9915,0.8752,0.6318,1,0,0,0,0,True,Business,Economy Class,222,12855,2023-04-30,2023-04-01,1
0.941,0.8936,0.8288,0.8712,,0,0,0,0,1,True,Solo Leisure,Business Class,1500,12856,2023-04-09,2023-04-01,1
0.9785,0.9556,0.9921,,,0,0,0,1,1,True,Family Leisure,Economy Class,290,12857,2023-03-20,2023-03-01,1
,-0.2249,-0.473,-0.526,,1,0,0,0,1,True,Business,Business Class,1463,12858,2023-03-18,2023-02-01,0
0.9952,0.992,0.9772,0.9499,0.8066,0,0,0,0,0,False,Family Leisure,Economy Class,326,12859,2023-03-10,2023-03-01,1
0.9822,0.985,0.9816,0.9657,0.9621,0,0,0,0,0,True,Solo Leisure,Economy Class,1165,12860,2023-02-26,2023-02-01,1
0.9798,0.984,0.9543,0.8607,,0,0,0,0,1,False,Solo Leisure,Economy Class,1121,12861,2023-01-26,2022-12-01,1
,0.9924,0.9943,,0.9432,1,0,0,1,0,True,Solo Leisure,Economy Class,969,12862,2023-01-23,2023-01-01,1
